simID	gamma	f
sim74	2	3.955898129774203e-05
sim75	4	0.0022116469105305076
sim76	9306	0.001315568993909227
sim77	1	0.00014218786723104807
sim78	4	0.0011028451071104339
sim79	146	0.002329893325459262
sim80	14	1.655964181712643e-05
sim81	0	0.00024864963240918024
sim82	4	2.97177399809291e-05
sim83	0	0.0008666942538959197
sim84	44	2.3174678615046547e-05
sim85	0	7.536541580693398e-05
sim86	58	0.00401564961022387
sim87	37	0.009102251591082442
sim88	1	0.0005779656191595211
sim89	0	0.004836919823924983
sim90	2	0.0027184704788736497
sim91	2	0.0002606181937298648
sim92	13	1.5847876672997552e-05
sim93	26	2.408381495940796e-05
sim94	223	0.0013522718208522242
sim95	20	0.0012657793777664536
sim96	5	0.00022268087182512184
sim97	1	0.001768350876685972
sim98	1369	0.0004905083334574272
sim99	1216	6.95299609435543e-05
sim100	2354	1.6819108821564904e-05
sim101	2	0.00014789548762978073
sim102	17	0.0016198939261637942
sim103	109	4.172285349348767e-05
sim104	2384	0.0003836345028517956
sim105	1	1.196947485854966e-05
sim106	1	0.00034709389961526404
sim107	161	0.0007149098336406289
sim108	0	0.006677136941522938
sim109	935	0.0020304955212374375
sim110	201	0.001455034226983309
sim111	2	3.833017305729482e-05
sim112	0	0.004810029017905089
sim113	1	1.2307400148572556e-05
sim114	177	0.00010763807533827666
sim115	416	0.0005751731623272532
sim116	1441	5.327621179797694e-05
sim117	0	0.0002429969818716461
sim118	76	2.1101614445727686e-05
sim119	111	0.004272118045679261
sim120	1	1.4371334793219135e-05
sim121	1896	4.70052109567316e-05
sim122	7	4.8817826052935456e-05
sim123	8	0.0007916511688329384
sim124	1171	0.005325127417586218
sim125	349	3.138561694844617e-05
sim126	1	0.0014880473586900132
sim127	3317	0.005918527055165907
sim128	5	7.484207668495034e-05
sim129	0	0.0028099490245003618
sim130	746	0.00034344194457744756
sim131	0	3.0025207131336444e-05
sim132	0	1.6247743869405572e-05
sim133	8928	1.2764636076267424e-05
sim134	1782	6.359366750802415e-05
sim135	1	0.00019343046327708832
sim136	63	6.834909852568868e-05
sim137	17	0.004672999707903172
sim138	16	0.00046234995099559236
sim139	1888	0.009006115346457929
sim140	4788	0.007831752194751213
sim141	0	0.001774953657547576
sim142	33	0.0001872164638407784
sim143	25	6.819796422078537e-05
sim144	5852	3.854870063371365e-05
sim145	2	5.4673365577365184e-05
sim146	58	0.00010168013486772855
sim147	1	0.00016949623910483678
sim148	1	0.009124807394422979
sim149	5	0.00023793822141280065
sim150	96	2.1008481496460266e-05
sim151	2872	1.5131989355417876e-05
sim152	2	0.004736374758485711
sim153	0	2.7088517368697114e-05
sim154	0	0.0001910738128981402
sim155	18	3.592533023999194e-05
sim156	12	5.245233469447047e-05
sim157	1	0.0013775251663243069
sim158	2	0.0004122594775133757
sim159	0	0.002528787094437368
sim160	1	0.00036425581994869533
sim161	14	0.000995104446816646
sim162	128	1.024720165093146e-05
sim163	580	0.0001629367538833089
sim164	15	0.0006812143241650222
sim165	0	0.002752850753434951
sim166	19	0.00016624286021686664
sim167	87	0.002289705639370757
sim168	0	6.017038710160065e-05
sim169	0	3.115004901135476e-05
sim170	107	0.0001963214831085059
sim171	1	0.006608869668551195
sim172	0	0.006302521745042736
sim173	142	0.007601268015705535
sim174	109	0.0006274543438100503
sim175	13	1.1014456294221045e-05
sim176	250	0.0068349930461049846
sim177	0	5.794634095815151e-05
sim178	1	0.008816255421269927
sim179	0	2.974734563225471e-05
sim180	743	0.000514645933749007
sim181	1	0.009932559834700028
sim182	0	0.005995728542241155
sim183	3692	0.0002037965073454546
sim184	1912	0.0001793099844290223
sim185	0	0.0009002513493247069
sim186	0	0.00019126656554879315
sim187	0	1.423850406701155e-05
sim188	31	0.00046403965105821306
sim189	1340	0.00025815589805902833
sim190	2820	0.00017799467430356327
sim191	46	0.0004335828278136205
sim192	2	0.00021843426485340184
sim193	56	0.0009790669654109031
sim194	2	0.008526937478002341
sim195	2	0.0011239118654842583
sim196	2	9.651479169760913e-05
sim197	1	5.3952673591394543e-05
sim198	9	0.0004796468281303184
sim199	29	0.00038507658358033194
sim200	580	0.00016308159136627385
sim201	0	0.00016896234307563397
sim202	6829	0.00010933327243205248
sim203	307	1.9090943362180665e-05
sim204	935	0.0023592481726719206
sim205	2329	1.5921221346102606e-05
sim206	1	3.943806792910271e-05
sim207	83	0.0014220676866560091
sim208	10	0.0005833154590108511
sim209	0	0.0005076454827262753
sim210	132	0.002156789078325135
sim211	303	0.0001234580064917702
sim212	173	0.004094792452278615
sim213	0	0.0003915371781106163
sim214	49	0.0003424297602725238
sim215	0	0.0003371682648084795
sim216	181	2.6093744819384888e-05
sim217	8441	0.008912721435019576
sim218	9920	0.004209952357490219
sim219	0	1.2491115026448215e-05
sim220	51	0.0002686692028333012
sim221	0	0.00018090478774204725
sim222	0	0.0037943762252439293
sim223	27	0.0005556446213506976
sim224	0	0.00011344641480294691
sim225	67	0.009180005496055667
sim226	0	0.00016696032840715644
sim227	115	0.0007668839284597898
sim228	437	0.0003333281115534217
sim229	25	0.000852984321103241
sim230	0	2.5710973757832607e-05
sim231	7	0.00012751895334089925
sim232	1	0.0018313722090432289
sim233	68	0.00016067058783202675
sim234	116	0.003501206809769855
sim235	3	0.0008955838908032535
sim236	51	0.0015994482505309287
sim237	2	0.008664105802801475
sim238	14	0.0007575437784146658
sim239	1	7.885973758838236e-05
sim240	16	0.0008103802945951112
sim241	2	0.00017766862051939096
sim242	158	6.57998301692419e-05
sim243	0	0.005888214307483421
sim244	1689	7.412131822943189e-05
sim245	182	0.00027483808428839995
sim246	1	0.00010272733169127462
sim247	1540	0.005214405856639026
sim248	312	2.133286887534443e-05
sim249	1295	0.0005377303497157526
sim250	3	2.7622142637919797e-05
sim251	1	5.49351035778908e-05
sim252	38	0.0078100605530446844
sim253	2652	0.0005765413102865963
sim254	2	8.282823859300821e-05
sim255	16	0.00039138486277298846
sim256	2183	0.0050132558896167165
sim257	17	0.002001583666465996
sim258	1	0.005315872369010733
sim259	1	0.00030098186759266104
sim260	263	0.00011431158642010267
sim261	1	0.00599908241557372
sim262	1537	3.235824573454598e-05
sim263	5907	7.2540089892325e-05
sim264	4	0.0017466707881981013
sim265	157	6.418511351592167e-05
sim266	5232	0.0007483860081235061
sim267	2410	0.0004192049166069537
sim268	544	0.00037448376078682297
sim269	0	0.00010827638428354397
sim270	4466	8.586271820623695e-05
sim271	4	1.0127668129278826e-05
sim272	0	1.1089610946901752e-05
sim273	0	8.70811909064601e-05
sim274	3	9.330228405523472e-05
sim275	1	3.818676073891083e-05
sim276	659	7.114599776239306e-05
sim277	91	2.770283287608405e-05
sim278	2	0.0004924747946491957
sim279	0	0.0009888105635047616
sim280	45	0.00017883174376551913
sim281	43	0.0008580852905999765
sim282	61	0.0005000633082599563
sim283	0	0.000417879142529174
sim284	2986	0.00012500037927183288
sim285	1064	0.0013158765852416983
sim286	96	0.000468111539927523
sim287	105	1.790464117542701e-05
sim288	36	1.3612009025910025e-05
sim289	0	2.7885413230487112e-05
sim290	50	8.924022473241408e-05
sim291	108	0.0020273608563780507
sim292	3	0.00020477455876038365
sim293	1	0.0007474374917484593
sim294	8179	0.00014983211261989328
sim295	98	0.00032864302110761494
sim296	0	0.0026897380795323105
sim297	87	3.2982983714493215e-05
sim298	7	4.878193682976562e-05
sim299	2	0.0001801014167819388
sim300	88	0.0035196592427501295
sim301	18	0.0065407222112029775
sim302	1	0.0009790321600852462
sim303	107	8.212335537230267e-05
sim304	127	2.2300229917455507e-05
sim305	2	0.009890515611399515
sim306	13	0.00034689271269571593
sim307	1734	0.00027643451118661484
sim308	35	0.0065951823506367226
sim309	3877	0.0023563192007051786
sim310	3427	3.6679326762576326e-05
sim311	10	0.0008590366477905598
sim312	11	0.006964497786951887
sim313	0	0.0011895288144444056
sim314	1427	0.008150764458994953
sim315	935	0.0003132711098196904
sim316	2804	0.0009690869287003093
sim317	106	4.607273257858895e-05
sim318	678	1.595524580097737e-05
sim319	4414	0.00019881945174965083
sim320	7	0.00020667547147214564
sim321	1	0.00456706738373197
sim322	22	0.006634409486569563
sim323	91	1.3266409529912365e-05
sim324	2	1.05702810046779e-05
sim325	1	0.00015667382137398675
sim326	899	0.00038349013858962795
sim327	179	0.009487700049404862
sim328	0	2.2381249801227116e-05
sim329	318	0.0004039723707593654
sim330	3	0.00013772489274658617
sim331	0	0.0012082484874644894
sim332	9830	0.0005341004669053648
sim333	7	0.0015063450502692522
sim334	3	0.0064921154138394156
sim335	8861	2.07529704877423e-05
sim336	2	5.462184197623544e-05
sim337	5156	0.00044681422266971906
sim338	56	0.000866754275583236
sim339	3	0.0001919080738705719
sim340	4498	2.9352648863892195e-05
sim341	1	3.28891565688582e-05
sim342	459	5.815129804972964e-05
sim343	4	1.4406877130509315e-05
sim344	7397	0.0005445691455676345
sim345	3166	0.0016420329847386653
sim346	1	0.00032549272510207824
sim347	3	0.0003436603420100756
sim348	718	0.0007418773425926338
sim349	0	0.0001651777785321081
sim350	21	3.058606625815437e-05
sim351	46	0.000236648400787845
sim352	5545	0.0029729118446171505
sim353	26	1.855195316372897e-05
sim354	0	0.0008697860828116518
sim355	46	0.0006105779388449333
sim356	46	0.0033683115231902846
sim357	0	0.0006434009119551626
sim358	2	0.00043475672794421815
sim359	2795	0.006944648447702103
sim360	3134	3.8603615834147894e-05
sim361	0	3.646240191895946e-05
sim362	1	0.005657895370682156
sim363	0	0.00353524806177016
sim364	9	0.0016404510354038385
sim365	2	9.768927340213511e-05
sim366	189	0.002997050742853072
sim367	2	0.0009738250436333733
sim368	10	0.0002109336798403598
sim369	1	0.004775173325463564
sim370	5	0.0004188428443610453
sim371	2	2.3406447068538882e-05
sim372	2409	0.005709944624819083
sim373	0	0.00024735449217604875
sim374	2	0.00018617218388307572
sim375	70	5.489117520499813e-05
sim376	2006	0.00472787948728075
sim377	2	0.001274081790989624
sim378	34	0.0026578948630207448
sim379	67	2.285568792264077e-05
sim380	0	1.2740952094684722e-05
sim381	11	0.0006851229880845849
sim382	34	0.00031353580921925756
sim383	0	1.0241167373911803e-05
sim384	29	0.00043046778485261386
sim385	104	0.0006204232081435281
sim386	0	0.0002704768024587964
sim387	50	0.002588872087754739
sim388	8	0.0006456290884845249
sim389	5150	5.781654033522961e-05
sim390	9042	0.0043394464853360026
sim391	17	9.638978915942672e-05
sim392	57	0.009613854844137954
sim393	29	2.0150484624497794e-05
sim394	4424	0.00013420831748028121
sim395	1	0.0001493466057953668
sim396	377	0.0012074246643692717
sim397	21	0.00010016043060938314
sim398	2	0.000778219028974861
sim399	9	0.0002882141418846015
sim400	3298	0.007845803433545254
sim401	1	3.488179218643599e-05
sim402	1	0.0044818228027659925
sim403	740	0.00019453507653328957
sim404	0	0.00019278076058325082
sim405	3126	0.0011293162271769652
sim406	7749	2.3559239259081025e-05
sim407	6	0.000621458513602264
sim408	81	0.0015438200727942186
sim409	97	1.4941136090448425e-05
sim410	1	0.0002824998837389807
sim411	2	1.1239614829145377e-05
sim412	0	0.00040816887874297876
sim413	522	0.0008087071876943994
sim414	253	1.062656674481488e-05
sim415	2	0.0005336215285786413
sim416	390	0.002087395594804768
sim417	0	0.0020117311852731997
sim418	368	0.0002660177389880306
sim419	0	0.0004481700577727512
sim420	643	0.0018804314903746984
sim421	167	0.009356016596045605
sim422	2228	0.002353517844073919
sim423	3	2.965987354487713e-05
sim424	63	0.0006715827456386595
sim425	4316	0.0018231309973378268
sim426	11	0.0006961623157453086
sim427	5	0.001083796821537216
sim428	1	5.239976198077401e-05
sim429	3	0.0005764236879962349
sim430	19	0.007179556667251063
sim431	8	0.0009207520997277525
sim432	711	0.00033984444596484
sim433	745	0.0030540057788344646
sim434	6944	0.00016600951737886385
sim435	5	0.00280555990836904
sim436	1	1.2797027770978549e-05
sim437	83	2.1696674970035207e-05
sim438	306	0.003384532075275304
sim439	1	0.006375900396116384
sim440	1602	6.7504635843859e-05
sim441	7	0.002290595958977686
sim442	4861	0.0001333025209088761
sim443	0	0.0005575938111809767
sim444	4	0.0005831548297549525
sim445	7	7.115504217175518e-05
sim446	0	0.0019885189439703007
sim447	4262	0.0006452721170422397
sim448	26	0.005339157462826034
sim449	1	0.0005826388082363756
sim450	4	0.0013909505895054763
sim451	2974	2.1086001597977966e-05
sim452	1841	0.00835551345985337
sim453	21	0.0007659236715811458
sim454	73	0.00012559523534482291
sim455	42	0.0003815681440163205
sim456	1196	5.8293042549872384e-05
sim457	2	0.00026220522475186653
sim458	7	1.6303347535681304e-05
sim459	210	0.00017093785854247878
sim460	917	0.00022395907302722286
sim461	35	0.0024023943414339857
sim462	1	0.0002592059970496982
sim463	111	0.0023906744120897046
sim464	2328	0.00020386270417323558
sim465	5260	1.5279908828885186e-05
sim466	1	0.0001854883947913075
sim467	113	0.00013078290958059479
sim468	339	0.0001071929361855357
sim469	2	2.0435159170392182e-05
sim470	985	3.556797600005357e-05
sim471	4	1.1660059283821372e-05
sim472	1	0.0029366550497706184
sim473	352	0.00345926918409986
sim474	1	2.0102728384141862e-05
sim475	12	0.00012095725850261906
sim476	2	2.156920532100819e-05
sim477	93	0.00010040414228015388
sim478	259	6.501243511345397e-05
sim479	12	0.0028879146187467146
sim480	1	7.031444036344264e-05
sim481	321	0.0021356310601368554
sim482	118	0.005567286326965108
sim483	0	0.0003935226580543512
sim484	0	0.0012265077083750537
sim485	2675	4.78593361573072e-05
sim486	18	9.64717518484315e-05
sim487	1709	0.0032105665284700214
sim488	2	0.0032573847621608317
sim489	0	2.8559498583601656e-05
sim490	0	0.0011177606794849197
sim491	1	2.511234879158337e-05
sim492	1884	0.00010612107049460792
sim493	4389	1.4546356426889027e-05
sim494	1	0.0002728727347790737
sim495	4	0.0005332724346851688
sim496	21	0.004568351369579792
sim497	1	0.0002569815791038978
sim498	0	0.00014118951345987006
sim499	602	7.006695380246454e-05
sim500	9977	0.0002666757034513838
sim501	3	1.4090143805223388e-05
sim502	120	0.007150278370596669
sim503	85	0.00011781933725917826
sim504	0	0.00020766482323834016
sim505	981	1.1090481778806562e-05
sim506	24	0.0003340421958505852
sim507	25	0.002923595437937809
sim508	5	0.00011231883797542698
sim509	5	0.00024755826548315953
sim510	17	0.001845329584923362
sim511	1152	1.3583837689264741e-05
sim512	0	0.007985057871243432
sim513	0	1.157713576303587e-05
sim514	2225	0.0004240867960456812
sim515	0	0.00018209648157144282
sim516	1	5.188416259607754e-05
sim517	1037	6.894971167331531e-05
sim518	0	0.006319415908281148
sim519	704	1.5150516557821112e-05
sim520	167	0.0005245263915680587
sim521	30	6.709252054151636e-05
sim522	29	0.00012002411321235025
sim523	2026	0.009945934988834525
sim524	0	0.001300611036744717
sim525	67	0.0005112968723003094
sim526	42	2.2321284765534922e-05
sim527	124	8.181939265876677e-05
sim528	0	0.00010884677508585518
sim529	29	0.0003372724192429468
sim530	17	0.0004387866692131966
sim531	1129	2.4527652278656873e-05
sim532	1	0.00015850919761231015
sim533	48	3.152910492676325e-05
sim534	1	0.005804328044873381
sim535	6471	0.00024344981587556396
sim536	1608	0.00442428163179083
sim537	0	0.00034146468995330725
sim538	0	0.007116693406089125
sim539	7	8.727174039212264e-05
sim540	1	0.000251816787589977
sim541	0	0.00012849033702258837
sim542	5	0.008875051983822924
sim543	7	0.007643233600336678
sim544	8	5.890409095405315e-05
sim545	0	0.0004804846788651183
sim546	9763	2.717815299166935e-05
sim547	66	1.0420497686635873e-05
sim548	147	0.0003366412775393885
sim549	167	0.0034270931391318558
sim550	947	0.0031695013428737723
sim551	0	0.0011963177802732721
sim552	0	4.813888834651289e-05
sim553	1	1.2769166623162497e-05
sim554	4862	0.0004174498365655804
sim555	2	0.0039682466658699945
sim556	1067	0.004395278010544654
sim557	0	1.3265112366550886e-05
sim558	0	2.894840125753242e-05
sim559	7	4.947014128001856e-05
sim560	101	0.00017414521843318181
sim561	1	4.976210131551464e-05
sim562	30	7.124823205863002e-05
sim563	831	0.0013253237155432505
sim564	720	0.0010918328386983565
sim565	1185	0.002413314655148169
sim566	952	0.0018105131810179193
sim567	2224	1.3031240676122021e-05
sim568	3273	0.0009258945335742264
sim569	6	2.802614332612634e-05
sim570	269	4.567439367459452e-05
sim571	231	0.0061785973449138415
sim572	45	5.275293610214038e-05
sim573	2	0.0025249257889606263
sim574	0	0.0006620453766933668
sim575	3870	0.0011008141654034872
sim576	2398	0.00011392356127406944
sim577	2	0.00911181534590335
sim578	43	2.215618893138372e-05
sim579	1	0.0035336761048026027
sim580	6386	4.9136329188256784e-05
sim581	1468	2.5699420538627754e-05
sim582	1	0.0006767181478337602
sim583	32	1.935371064145559e-05
sim584	7021	0.0004993455645708376
sim585	159	0.0007211589244478294
sim586	0	0.003773445508865418
sim587	1	0.0028713885963913524
sim588	106	2.862415806587297e-05
sim589	3773	0.00016183851461409724
sim590	1	0.0003899315395508543
sim591	3992	0.0004337534967304008
sim592	0	1.3523285352376901e-05
sim593	7323	0.0030170925921399016
sim594	0	0.00714874754437117
sim595	0	2.6213334812781362e-05
sim596	0	0.0020700938302209973
sim597	125	0.007587154362469994
sim598	12	0.002804514112985949
sim599	2	0.006612549091506322
sim600	1	0.0007287654847850002
sim601	1	2.2581164225129233e-05
sim602	0	1.28156244943955e-05
sim603	3970	1.6761937015012423e-05
sim604	1	0.00021561654388507602
sim605	1	6.960572447821357e-05
sim606	136	0.0005870913811649647
sim607	186	0.006386256748208305
sim608	1	0.00032274396284502334
sim609	2975	0.00018978149778758665
sim610	4044	2.061369500631174e-05
sim611	1727	0.005262684346674825
sim612	550	0.0029368217724858353
sim613	398	1.3231317572997534e-05
sim614	8	0.00040258463363853026
sim615	246	9.896240739723566e-05
sim616	1	0.00032405091325644257
sim617	25	0.0008538728011596696
sim618	1	1.5272933040065097e-05
sim619	4011	0.00013807582365352758
sim620	74	0.00878828781684947
sim621	1317	0.0019945428988670023
sim622	0	1.0479195106064526e-05
sim623	575	1.2117992260200134e-05
sim624	6459	7.430260098105097e-05
sim625	32	0.0020644906111301395
sim626	1387	0.004640311117223453
sim627	0	2.2472612744687903e-05
sim628	3294	0.0028032633537131203
sim629	15	0.0012043757785456328
sim630	163	0.0020339532532969015
sim631	0	0.002761378531962143
sim632	194	1.7605051964048615e-05
sim633	254	0.00020545908846555434
sim634	11	0.002270194323232791
sim635	7935	0.00020855377387221983
sim636	11	0.006880824929180628
sim637	17	0.000957686799522442
sim638	3	0.000290419524800504
sim639	0	1.95505520079571e-05
sim640	0	8.637507884391708e-05
sim641	5113	0.0007547398508049063
sim642	3	2.6471204199653332e-05
sim643	43	1.3229871906777878e-05
sim644	59	1.8334774982665655e-05
sim645	228	0.004990944831403809
sim646	4215	6.696916117772899e-05
sim647	9532	1.812295402237773e-05
sim648	61	3.219794709702356e-05
sim649	2903	2.4596055831679086e-05
sim650	108	1.711065311759295e-05
sim651	0	0.0006944921961343617
sim652	2271	0.000850182310996559
sim653	806	0.0016182076659593337
sim654	456	0.0004122222910038015
sim655	4753	3.345524260110898e-05
sim656	522	0.00065256989396607
sim657	368	0.007962996839985961
sim658	3	0.0001322551036855871
sim659	2952	0.0005127648338646429
sim660	24	3.556784690487002e-05
sim661	97	4.648893817201351e-05
sim662	74	0.004569100246542749
sim663	1371	0.004267583476712259
sim664	1360	0.0003100321541857313
sim665	5512	1.2602383736786856e-05
sim666	2325	0.004742301661307597
sim667	1	0.002423524551022528
sim668	4912	0.0012782515237695679
sim669	1	0.00032515235182534646
sim670	750	5.6428990182618945e-05
sim671	604	0.00014891063073426447
sim672	17	0.0005646760950005867
sim673	0	0.00015002107110974192
sim674	48	0.0035314897085540918
sim675	6712	2.3445751077949556e-05
sim676	5	0.0005141435173632452
sim677	778	0.0002406400652978413
sim678	4553	0.00029287357582231813
sim679	32	0.0009661500984317878
sim680	4856	1.0261147299004454e-05
sim681	6	0.0016899929824530054
sim682	1	2.5565822288494653e-05
sim683	68	0.0008453499549861398
sim684	0	0.0006410519676662853
sim685	5	0.0072817737683253305
sim686	206	1.2592104156261724e-05
sim687	215	0.00902492569996184
sim688	5330	0.00017816314215318444
sim689	38	2.4458438072808428e-05
sim690	1726	0.0016267916157326852
sim691	0	0.004212675911939562
sim692	407	3.893357804129277e-05
sim693	18	9.464028803345967e-05
sim694	8	0.00287825355675526
sim695	164	3.069010212348181e-05
sim696	226	3.352776637028986e-05
sim697	336	0.006683474164108132
sim698	792	0.0024611686049792005
sim699	0	0.0067701749095360805
sim700	2311	0.0070075860580768555
sim701	103	0.00012405969348780005
sim702	1	0.0010312160165728604
sim703	466	0.00013009158090899215
sim704	6063	0.007108979474368009
sim705	1465	0.0006410698277666105
sim706	2613	1.3659587975834434e-05
sim707	77	5.309564885509573e-05
sim708	331	0.0002459861492241723
sim709	48	0.0012801545983846514
sim710	0	2.444802330706567e-05
sim711	484	0.0037569703547787143
sim712	236	0.0020789502742235445
sim713	1240	0.00019818690208156363
sim714	2	0.005453232219142662
sim715	3	0.007147437342843305
sim716	73	0.00016537092281440887
sim717	74	0.0012893262440536626
sim718	4620	0.003258098919353284
sim719	18	0.0059570821786731915
sim720	0	0.004874130829811384
sim721	261	0.00011611462143118553
sim722	0	0.00015011769173102574
sim723	3	2.600074351575297e-05
sim724	1478	0.0040521883848960985
sim725	1082	0.0008566570644375164
sim726	149	0.0029688684317820454
sim727	807	0.00461279837998203
sim728	42	0.002430358398481351
sim729	1	0.001304076488839443
sim730	29	0.0014283780203424492
sim731	3494	8.901740859358506e-05
sim732	2	0.0002346418330369149
sim733	0	1.1835923918461327e-05
sim734	8	0.0014567304409183902
sim735	1	1.0354657352035829e-05
sim736	13	0.0005541294815872874
sim737	46	0.007522142141308063
sim738	1115	0.003469719694792855
sim739	8	0.00010285435973915814
sim740	1	0.00014251453367982163
sim741	1634	0.002512416644176109
sim742	272	1.2937629562930317e-05
sim743	3540	0.0035516651495834115
sim744	967	0.003892871392378614
sim745	83	0.0014560821542176378
sim746	0	0.00557002576421922
sim747	5	8.400250981851428e-05
sim748	1	0.00144134952641061
sim749	0	0.0004148228067800047
sim750	11	3.117209194977684e-05
sim751	1	0.000144829913845324
sim752	0	0.0014329046754581682
sim753	0	0.005204996245709635
sim754	0	3.498241236399803e-05
sim755	395	0.004254443345606347
sim756	420	4.787152447544643e-05
sim757	754	1.0573206865734415e-05
sim758	53	0.0021442300115522236
sim759	0	0.000316425015722452
sim760	282	0.00013795799789640786
sim761	8	0.0034677044030451847
sim762	40	0.0015912735996073835
sim763	2	0.009137985710230135
sim764	2	0.0011136360703085473
sim765	1504	0.0022378398986591342
sim766	12	0.004269581721333129
sim767	922	2.2222026100759136e-05
sim768	2	0.00020750537992428387
sim769	21	2.8868107413381238e-05
sim770	91	0.0017301872172920028
sim771	345	0.0012265439482396809
sim772	0	0.004330301488388884
sim773	2032	7.963670526233826e-05
sim774	4783	0.00031694620782146015
sim775	996	6.724216527025483e-05
sim776	169	0.0039014248861097174
sim777	1	7.853340066602118e-05
sim778	14	7.905314094077294e-05
sim779	1	0.003873582768295682
sim780	1	0.00803726465342198
sim781	4326	0.0020206120614489746
sim782	8	0.00041494523926222446
sim783	0	0.0024787735772536503
sim784	871	0.00478546558780593
sim785	3	2.275280475045123e-05
sim786	0	0.00036919441958274766
sim787	8911	0.0027408933183609846
sim788	244	0.0016892642826354873
sim789	5	0.0018614194245419016
sim790	479	1.6657359677797447e-05
sim791	0	0.00012498180139786628
sim792	18	0.002234943536971472
sim793	348	1.0481709780613138e-05
sim794	0	0.0002725364654070371
sim795	2	5.5152896870204585e-05
sim796	1	0.001984248586138859
sim797	3	1.167643974881515e-05
sim798	634	1.599912091764402e-05
sim799	434	0.0005389702703684156
sim800	379	4.50071946036245e-05
sim801	3515	0.009207027713999866
sim802	37	0.003165885331960632
sim803	1	0.003425697171871791
sim804	1	0.0045122098780409434
sim805	0	0.002830013073098291
sim806	8167	3.373613541994216e-05
sim807	2102	2.2129609314538723e-05
sim808	12	0.00419856045692689
sim809	32	0.00010404659691459268
sim810	167	0.0001516983938765607
sim811	1	0.0001591473080508871
sim812	1337	0.0004169874809106468
sim813	32	0.005935272402447673
sim814	307	0.003509327447926662
sim815	734	3.53687870531161e-05
sim816	37	0.0005245531200098151
sim817	4	0.0015056760485009655
sim818	0	0.0008493242004152655
sim819	197	1.3728665016687081e-05
sim820	108	0.002098733335815113
sim821	217	0.006025531234494347
sim822	3	0.00551323692701463
sim823	38	1.1512377940569295e-05
sim824	724	1.1174715747493958e-05
sim825	48	0.0003171368191740469
sim826	433	0.00032362586563920606
sim827	75	0.0004398287996966548
sim828	244	1.5015968119687276e-05
sim829	0	0.0008543501298185802
sim830	6	0.00018318043013159223
sim831	14	0.0001307872038477369
sim832	1598	0.00021135641913554477
sim833	86	0.003002195107007202
sim834	1	0.0039286085888977675
sim835	465	0.0003081718662140593
sim836	108	0.0032228022622466574
sim837	8444	0.007129680483021563
sim838	217	0.005932772653467175
sim839	895	0.0001359201001017786
sim840	14	0.00169517875763002
sim841	8841	0.0021178225942361886
sim842	7	0.00019484849792301455
sim843	16	0.004531499087776584
sim844	170	8.302290536711439e-05
sim845	3	0.001575422603362204
sim846	0	0.0001949059872624743
sim847	3198	0.008441564827953042
sim848	192	1.680881371374562e-05
sim849	1	0.0008399956351429189
sim850	479	0.0008185288478842353
sim851	3	1.9392277317952852e-05
sim852	37	0.0036610050901464976
